transfer_id,rmse,mse,mae
1131,0.2122115987750539,0.045033762654664466,0.1581304855612371
1132,0.18642893238196917,0.03475574682908083,0.14237273430464076
1133,0.2003443007254514,0.040137838833170104,0.13877821939598284
1134,0.1751610919622523,0.030681408137408606,0.12795574543138294
1135,0.20814067611298945,0.043322541052772376,0.15482593511369366
