time,predict_throughput
2021-05-28 09:28:25.067962,4488076281.547546
2021-05-28 09:30:25.082875,3991807723.045349
2021-05-28 09:32:25.082355,4033262598.514557
2021-05-28 09:34:25.088520,3595192801.952362
