time,predict_throughput
2021-05-28 09:42:03.596415,4082129144.668579
2021-05-28 09:44:03.613379,3985063087.940216
2021-05-28 09:46:03.664799,4204854083.0612183
2021-05-28 09:48:03.587901,3863818562.030792
