time,predict_throughput
2021-05-28 10:07:38.240730,4134847867.488861
2021-05-28 10:09:38.302432,3913848817.34848
2021-05-28 10:11:38.234197,3801775753.4980774
2021-05-28 10:13:38.268834,4205507814.884186
