time,predict_throughput
2021-05-28 09:12:29.522099,4079424417.0188904
2021-05-28 09:14:29.591574,4096460247.039795
2021-05-28 09:16:29.586337,3700204527.3780823
2021-05-28 09:18:29.522632,3263549733.1619263
