time,predict_throughput
2021-05-28 10:59:29.176139,3423917281.627655
2021-05-28 11:01:29.188612,3254940354.824066
2021-05-28 11:03:29.162868,3519063162.80365
2021-05-28 11:05:29.193556,3516566121.5782166
