time,predict_throughput
2021-05-28 11:13:29.368189,3378821611.404419
2021-05-28 11:15:29.383792,3318166458.60672
2021-05-28 11:17:29.403990,2891145247.220993
2021-05-28 11:19:29.372978,3283981347.0840454
