time,predict_throughput
2021-05-28 10:35:07.145208,3539238309.8602295
2021-05-28 10:37:07.198266,3400656032.562256
2021-05-28 10:39:07.181460,3344042634.9639893
2021-05-28 10:41:07.136398,3394217383.8615417
