time,predict_throughput
2021-05-28 10:47:55.899530,3343909227.848053
2021-05-28 10:49:55.886189,3242273330.6884766
2021-05-28 10:51:55.929931,3394217383.8615417
2021-05-28 10:53:55.935956,3301336836.8148804
