transfer_id,rmse,mse,mae
1136,0.1467814115411237,0.0215447827740047,0.1156238236081168
1137,0.1436609527966468,0.0206384693584403,0.1028844394998771
1138,0.1256921880483614,0.0157985261363846,0.092232961055
1139,0.1752826661592333,0.0307240130558892,0.1546378985795851
1140,0.14943616608763496,0.022331167734971222,0.12113545858456705
