transfer_id,rmse,mse,mae
1136,0.14678141154112384,0.02154478277400476,0.11562382360811693
1137,0.14366095279664687,0.0206384693584404,0.10288443949987716
1138,0.12569218804836146,0.01579852613638466,0.09223296105500017
1139,0.17528266615923338,0.03072401305588926,0.1546378985795851
1140,0.149436166087635,0.02233116773497123,0.12113545858456708
