Time,NVMe_from_ceph,NVMe_from_transfer,NVMe_total_util,CPU,Goodput,Memory_used,NIC_speed,Packet_losses,network_throughput,num_workers
2021-05-28 09:53:03.515000064,0.0,0.0,0.0,0.30599999986588944,0.0,6177705984.0,100000000000.0,0.4,866.6,50
2021-05-28 09:53:18.515000064,134217728.0,3180968345.6000004,6.875199999999313,8.952000000094996,3322118144.0,6187958272.0,100000000000.0,0.4,3186073643.0,50
2021-05-28 09:53:33.515000064,134217728.0,3255396761.6,6.600000000001455,9.216000000061467,3307143987.2000003,6209748992.0,100000000000.0,0.4,3260118680.4,50
2021-05-28 09:53:48.515000064,134217728.0,3242155212.8,7.332799999997951,9.481999999983238,3561086464.0,6209994752.0,100000000000.0,1.2,3246726023.8,50
2021-05-28 09:54:03.515000064,134217728.0,4109292339.2,7.479200000001582,12.054000000143423,4062117888.0,6231977984.0,100000000000.0,0.8,4116052158.2,50
2021-05-28 09:54:18.515000064,19922944.0,3270438912.0,6.161599999997998,9.516000000061469,4282766233.6,6188199936.0,100000000000.0,8.0,3269650646.8,50
2021-05-28 09:54:33.515000064,19922943.999999996,3828356710.4,7.493600000000151,11.012000000011177,3633437900.8000007,6185971712.0,100000000000.0,0.4,3833979911.8,50
2021-05-28 09:54:48.515000064,19922943.999999996,3984561766.4,7.543999999997323,11.349999999953432,3600600780.7999997,6186180608.0,100000000000.0,0.4,3990418230.4,50
2021-05-28 09:55:03.515000064,19922944.0,3629709721.6000004,7.342399999999907,10.702000000001863,3754989977.6000004,6210727936.0,100000000000.0,0.4,3635666197.2,50
2021-05-28 09:55:18.515000064,69206016.0,3808059391.9999995,7.582400000002235,10.957999999867752,3647328358.3999996,6208774144.0,100000000000.0,0.4,3813945924.4,50
2021-05-28 09:55:33.515000064,69206016.0,3791209267.2000003,7.398399999998218,11.135999999754132,3716285235.2,6209130496.0,100000000000.0,0.8,3796497593.6,50
2021-05-28 09:55:48.515000064,69206016.0,1950241587.2,7.405599999999686,9.405999999912456,1862356172.8000002,6225559552.0,100000000000.0,179.0,8706714036.4,50
2021-05-28 09:56:03.515000064,68996300.8,2085869977.6,7.328799999998592,9.864000000059605,2006826188.8000002,6246051840.0,100000000000.0,50.4,9118402203.8,50
2021-05-28 09:56:18.515000064,158334976.00000003,1795674112.0000002,7.4031999999977405,9.295999999903142,1738302976.0,6230888448.0,100000000000.0,157.0,8990624567.2,50
2021-05-28 09:56:33.515000064,158334976.0,1680141516.8000002,7.341600000002655,9.147999999998138,1753084723.1999998,6237306880.0,100000000000.0,74.6,8945271081.6,50
2021-05-28 09:56:48.515000064,158230118.4,1876124467.1999998,7.433599999998114,9.46000000005588,1852072243.2,6214328320.0,100000000000.0,103.4,9014947379.2,50
2021-05-28 09:57:03.515000064,158334976.0,1567804620.8,7.163200000001235,8.69400000013411,1712893132.8,6229540864.0,100000000000.0,43.0,8860573011.2,50
2021-05-28 09:57:18.515000064,207513190.39999998,1829976473.6000001,7.406400000001304,9.305999999912457,1931647795.2,6214205440.0,100000000000.0,56.8,8915742203.0,50
2021-05-28 09:57:33.515000064,207631155.20000002,3564486656.0000005,7.505599999998229,10.762000000057743,3508886732.8,6217023488.0,100000000000.0,0.4,3569690782.8,50
2021-05-28 09:57:48.515000064,207618047.99999997,3645027942.4,7.478399999998509,10.737999999895695,3746173747.1999993,6210338816.0,100000000000.0,0.4,3650499744.2,50
2021-05-28 09:58:03.515000064,207631155.20000002,3724774604.8,7.47039999999979,10.898000000044703,3738032537.6000004,6230388736.0,100000000000.0,0.4,3729886618.8,50
2021-05-28 09:58:18.515000064,8388608.0,3633179852.799999,7.2640000000013965,10.575999999931081,3564774297.6000004,6211264512.0,100000000000.0,0.4,3638727586.6,50
2021-05-28 09:58:33.515000064,8395161.6,3819470028.8,7.51600000000035,10.937999999895695,3680790118.4,6189912064.0,100000000000.0,0.4,3826091656.2,50
2021-05-28 09:58:48.515000064,8388608.0,3669767782.4,7.338399999997636,10.699999999953432,3549591347.2,6211661824.0,100000000000.0,0.4,3676958276.6,50
2021-05-28 09:59:03.515000064,8401715.2,3800544051.1999993,7.400799999997252,11.241999999992549,3706785792.0,6231801856.0,100000000000.0,0.8,3806206504.4,50
2021-05-28 09:59:18.515000064,150994944.0,3651611033.6,7.576800000001094,10.711999999871479,3722950041.6000004,6211485696.0,100000000000.0,0.4,3656970704.2,50
2021-05-28 09:59:33.515000064,151008051.2,3494762086.4000006,7.357599999998639,10.393999999994412,3729938841.6,6210637824.0,100000000000.0,0.4,3499812442.6,50
2021-05-28 09:59:48.515000064,150994944.0,3684176691.2,7.416000000001805,10.916000000014902,3892475801.6,6210445312.0,100000000000.0,0.4,3689029108.0,50
2021-05-28 10:00:03.515000064,151008051.2,3688903475.2000003,7.569600000001083,10.99000000008382,3659382784.0,6214897664.0,100000000000.0,0.4,3697057398.0,50
2021-05-28 10:00:18.515000064,38797312.00000001,3151390310.4,7.1088000000032485,9.3660000001546,3147245260.8,6191517696.0,100000000000.0,0.4,3155899708.2,50
2021-05-28 10:00:33.515000064,38803865.6,4051721420.7999997,7.4792000000001275,11.53199999993667,4046716108.8,6190133248.0,100000000000.0,0.4,4057089929.0,50
2021-05-28 10:00:48.515000064,38797312.0,3575450828.7999997,7.41040000000212,10.302000000188126,3726814003.2000003,6189977600.0,100000000000.0,0.4,3581786527.6,50
2021-05-28 10:01:03.515000064,38797312.00000001,3888546611.2000003,7.434399999999732,11.141999999852853,3799896064.0000005,6227767296.0,100000000000.0,0.6,3894503008.8,50
2021-05-28 10:01:18.515000064,69206016.0,1027599564.8000001,5.835199999999896,3.0779999999795113,2099054387.2,6211584000.0,100000000000.0,0.4,1029085871.2,50
2021-05-28 10:01:33.515000064,69206016.0,3786676633.6,7.468799999999464,11.125999999977648,3821088768.0000005,6216134656.0,100000000000.0,0.4,3791777010.4,50
2021-05-28 10:01:48.515000064,69206016.0,3691920588.8,7.504799999995158,10.651999999908728,3653905408.0,6210785280.0,100000000000.0,0.4,3697463568.8,50
